NCTId,BriefTitle,OverallStatus,Facility,City,State,Zip,Country,SiteStatus,Latitude,Longitude
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Taipei,,10002,Taiwan,RECRUITING,25.05306,121.52639
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Sheffield,South Yorkshire,S10 2JF,United Kingdom,RECRUITING,53.38297,-1.4659
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,London,,W12 0HS,United Kingdom,RECRUITING,51.50853,-0.12574
NCT07087847,Ex Vivo T-Cell-Depleted Haploidentical Transplantation Bridging With Chimeric Antigen Receptor T-cell Therapy and Prophylactic Memory T Cell Infusion for Acute Leukemia,NOT_YET_RECRUITING,"Ruijin Hospital, Shanghai Jiao Tong University School of Medicine",Shanghai,Shanghai Municipality,200025,China,,31.22222,121.45806
NCT05377827,Dose-Escalation and Dose-Expansion Study to Evaluate the Safety and Tolerability of Anti-CD7 Allogeneic CAR T-Cells (WU-CART-007) in Patients With CD7+ Hematologic Malignancies,ACTIVE_NOT_RECRUITING,Washington University School of Medicine,St Louis,Missouri,63110,United States,,38.62727,-90.19789
NCT07464483,Multi-omic Characterization of Pediatric and Adult Patients Undergoing Hematopoietic Stem Cell Transplantation and Advanced Cell Therapies,RECRUITING,IRCCS Azienda Ospedaliero-Universitaria di Bologna,Bologna,Bologna,40138,Italy,RECRUITING,44.49381,11.33875
NCT06231368,CNCT19 for Patients With Autoimmune Hemolytic Anemia After Failure ≥3 Lines of Therapy.,ACTIVE_NOT_RECRUITING,Regenerative Medicine Center,Tianjin,Tianjin Municipality,,China,,39.14222,117.17667
NCT06892145,Clinical Trial of CD19 Targeted CAR-T Cell in Refractory Adult SLE,RECRUITING,The First Affiliated Hospital of University of Science and Technology of China (Anhui Provincial Hospital),Hefei,Anhui,,China,RECRUITING,31.86389,117.28083
NCT06892145,Clinical Trial of CD19 Targeted CAR-T Cell in Refractory Adult SLE,RECRUITING,The Second Affiliated Hospital of Zhejiang University School of Medicine,Hangzhou,Zhejiang,,China,RECRUITING,30.29365,120.16142
NCT06797024,JY231 Injection for the Treatment of Relapsed/Refractory Neurologic Immune Disorders,RECRUITING,Tongji Hospital affiliated to Tongji Medical College of Huazhong University of Science and Technology,Wuhan,Hubei,430000,China,RECRUITING,30.58333,114.26667
NCT07413835,Efficacy and Safety of HN2302 in Refractory Myasthenia Gravis(MG),RECRUITING,The Affiliated Hospital of Xuzhou Medical University,Xuzhou,Jiangsu,221000,China,RECRUITING,34.20442,117.28386
NCT06775912,Clinical Study on Targeted CD19/BCMA CAR-T Therapy for Autoimmune Diseases,RECRUITING,The First People's Hospital of Lianyungang,Lianyungang,Jiangus,222000,China,RECRUITING,34.59845,119.21556
NCT07095075,A Study of LUCAR-DKS1 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,The Third The People's Hospital of BengBu,Bengbu,Anhui,233000,China,NOT_YET_RECRUITING,32.94083,117.36083
NCT07095075,A Study of LUCAR-DKS1 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,The First Affiliated Hospital of USTC (Anhui Provincial Hospital),Hefei,Anhui,230036,China,RECRUITING,31.86389,117.28083
NCT07095075,A Study of LUCAR-DKS1 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,Jiangsu Province Hospital,Nanjing,Jiangsu,210029,China,RECRUITING,32.06167,118.77778
NCT07095075,A Study of LUCAR-DKS1 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,The First Affiliated Hospital of Soochow University,Suzhou,Jiangsu,215006,China,RECRUITING,31.30408,120.59538
NCT07095075,A Study of LUCAR-DKS1 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,The First Affiliated Hospital of Wenzhou Medical University,Wenzhou,Zhejiang,325015,China,NOT_YET_RECRUITING,27.99942,120.66682
NCT06801119,Efficacy and Safety of HN2301 in Autoimmune Diseases（AIDs）,RECRUITING,The First Affiliated Hospital of University of Science and Technology of China,Hefei,Anhui,,China,RECRUITING,31.86389,117.28083
NCT04853277,Patient Reported Outcomes and Patient Education in Cellular Therapy Patients,COMPLETED,Dartmouth-Hitchcock Medical Center,Lebanon,New Hampshire,03756,United States,,43.64229,-72.25176
NCT06285279,The BCMA/CD19 Dual Targeted CAR-T Cell in Participants With Autoimmune Kidney Diseases,RECRUITING,Jinling Hospital,Nanjing,Jiangsu,210016,China,RECRUITING,32.06167,118.77778
NCT05085431,A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Sjogren's Syndrome,UNKNOWN,"The First Affiliated Hospital, College of Medicine, Zhejiang University",Hangzhou,Zhejiang,310003,China,RECRUITING,30.29365,120.16142
NCT07408336,Clinical Study of AFN50 Injection in the Autoimmune Diseases,RECRUITING,First Affiliated Hospital of Anhui Medical University,Hefei,Anhui,230001,China,RECRUITING,31.86389,117.28083
NCT06428188,Sequential CAR-T Cells Targeting BCMA/CD19 in Patients With Relapsed/ Refractory Autoimmune Diseases,RECRUITING,District One Hospital,Beijing,Beijing Municipality,086-373,China,RECRUITING,39.9075,116.39723
NCT07305116,CAR T-cell Therapy Targeting CD19 and BCMA in Patients With B Cell Mediated Autoimmune Disease,RECRUITING,"Children's Hospital, Zhejiang University School of Medicine",Hangzhou,Zhejiang,310052,China,RECRUITING,30.29365,120.16142
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Banner MD Anderson Cancer Center,Gilbert,Arizona,85234,United States,,33.35283,-111.78903
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Mayo Clinic Hospital,Phoenix,Arizona,85054,United States,,33.44838,-112.07404
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,City of Hope,Duarte,California,91010,United States,,34.13945,-117.97729
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,UCLA Medical Center,Los Angeles,California,90095,United States,,34.05223,-118.24368
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Stanford Cancer Institute,Palo Alto,California,94035,United States,,37.44188,-122.14302
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Colorado Blood Cancer Institute,Denver,Colorado,80218-1234,United States,,39.73915,-104.9847
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Yale School of Medicine,New Haven,Connecticut,06510,United States,,41.30815,-72.92816
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,University of Miami,Miami,Florida,33136,United States,,25.77427,-80.19366
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Advent Health,Orlando,Florida,06510,United States,,28.53834,-81.37924
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Moffitt Cancer Center,Tampa,Florida,33612-9416,United States,,27.94752,-82.45843
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Northside Hospital - Atlanta,Atlanta,Georgia,30342,United States,,33.749,-84.38798
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Augusta University,Augusta,Georgia,30912,United States,,33.47097,-81.97484
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Loyola University Medical Center,Maywood,Illinois,60153,United States,,41.8792,-87.84312
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Norton Cancer Institute,Louisville,Kentucky,40207,United States,,38.25424,-85.75941
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Karmanos Cancer Institute,Detroit,Michigan,48201,United States,,42.33143,-83.04575
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Memorial Sloan Kettering Cancer Center,New York,New York,10065,United States,,40.71427,-74.00597
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Providence Portland Medical Center,Portland,Oregon,97213,United States,,45.52345,-122.67621
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Allegheny General Hospital,Pittsburgh,Pennsylvania,15212,United States,,40.44062,-79.99589
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Avera Medical,Sioux Falls,South Dakota,57117,United States,,43.54369,-96.72796
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Vanderbilt Ingram Cancer Center,Nashville,Tennessee,37232,United States,,36.16589,-86.78444
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,St. David's South Austin Medical Center,Austin,Texas,78704,United States,,30.26715,-97.74306
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Texas Oncology,Dallas,Texas,75251,United States,,32.78306,-96.80667
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,MD Anderson Cancer Center - University of Texas,Houston,Texas,77030,United States,,29.76328,-95.36327
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Medical College of Wisconsin,Milwaukee,Wisconsin,53226,United States,,43.0389,-87.90647
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Princess Alexandra Hospital,Woolloongabba,Queensland,4102,Australia,,-27.48855,153.03655
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,Monash Medical Centre,Clayton,Victoria,3168,Australia,,-37.91667,145.11667
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,St. Vincent's Hospital Melbourne,Fitzroy,Victoria,3065,Australia,,-37.79839,144.97833
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,QEII Health Sciences Centre-VG Site,Halifax,Nova Scotia,B3H 2Y9,Canada,,44.64269,-63.57688
NCT04416984,"Safety and Efficacy of ALLO-501A Anti-CD19 Allogeneic CAR T Cells in Adults With Relapsed/Refractory Large B Cell Lymphoma, Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma (ALPHA2)",ACTIVE_NOT_RECRUITING,CHU de Québec -Université Laval; Hôpital de l'Enfant-Jésus,Québec,Quebec,G1J 1Z4,Canada,,46.81228,-71.21454
NCT07040982,Asciminib as Maintenance Treatment After Cellular Therapies for Adults With Philadelphia Chromosome Positive Acute Lymphoblastic Leukemia,NOT_YET_RECRUITING,City of Hope Medical center,Duarte,California,91010,United States,,34.13945,-117.97729
NCT07105735,RN1201 Injection for Autoimmune Diseases Refractory to Standard Therapies,NOT_YET_RECRUITING,The First Affiliated Hospital with Nanjing Medical University,Nanjing,Jiangsu,210029,China,,32.06167,118.77778
NCT06802406,Nutrition OUtReach In Systems of Healthcare,RECRUITING,Stanford University,Stanford,California,94305,United States,NOT_YET_RECRUITING,37.42411,-122.16608
NCT06802406,Nutrition OUtReach In Systems of Healthcare,RECRUITING,University of Kansas Cancer Center,Fairway,Kansas,66205,United States,RECRUITING,39.02223,-94.6319
NCT06802406,Nutrition OUtReach In Systems of Healthcare,RECRUITING,Memorial Sloan Kettering Cancer Center,New York,New York,10065,United States,NOT_YET_RECRUITING,40.71427,-74.00597
NCT06802406,Nutrition OUtReach In Systems of Healthcare,RECRUITING,Duke University,Durham,North Carolina,27705,United States,NOT_YET_RECRUITING,35.99403,-78.89862
NCT06934447,Study of BCMA/CD70 CAR-T Therapy for Refractory cSLE,RECRUITING,hildren's Hospital of Zhejiang University School of Medicine,Hangzhou,Zhejiang,310052,China,RECRUITING,30.29365,120.16142
NCT07049081,A Study of LUCAR-G79 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,The Third The People's Hospital of Bengbu,Bengbu,Anhui,,China,RECRUITING,32.94083,117.36083
NCT07049081,A Study of LUCAR-G79 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,Affiliated Hospital of Nantong University,Nantong,Jiangsu,,China,NOT_YET_RECRUITING,32.03028,120.87472
NCT07049081,A Study of LUCAR-G79 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,The First Affiliated Hospital of Soochow University,Suzhou,Jiangsu,,China,NOT_YET_RECRUITING,31.30408,120.59538
NCT07049081,A Study of LUCAR-G79 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,The Affiliated Hospital of Xuzhou Medical University,Xuzhou,Jiangsu,,China,RECRUITING,34.20442,117.28386
NCT07049081,A Study of LUCAR-G79 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,Shanghai Zhongshan Hospital,Shanghai,Shanghai Municipality,,China,NOT_YET_RECRUITING,31.22222,121.45806
NCT07049081,A Study of LUCAR-G79 in Subjects With Relapsed/Refractory Autoimmune Diseases,RECRUITING,The second Affiliated Hospital of Xi'an Jiaotong University,Xi’an,Shanxi,,China,RECRUITING,35.99785,113.52486
NCT07493395,Phase IIa Trial of Anti-CD19 CAR T-Cells in Systemic Sclerosis Resistant to Immunosuppressive Therapy,NOT_YET_RECRUITING,CHRU Lille,Lille,,,France,,50.63391,3.05512
NCT07493395,Phase IIa Trial of Anti-CD19 CAR T-Cells in Systemic Sclerosis Resistant to Immunosuppressive Therapy,NOT_YET_RECRUITING,Montpellier University Hospital,Montpellier,,,France,,43.61093,3.87635
NCT07493395,Phase IIa Trial of Anti-CD19 CAR T-Cells in Systemic Sclerosis Resistant to Immunosuppressive Therapy,NOT_YET_RECRUITING,APHP Necker,Paris,,,France,,48.85341,2.3488
NCT07493395,Phase IIa Trial of Anti-CD19 CAR T-Cells in Systemic Sclerosis Resistant to Immunosuppressive Therapy,NOT_YET_RECRUITING,Chu Rouen,Rouen,,,France,,49.44313,1.09932
NCT07142161,"A Study on the Safety, Preliminary Efficacy, and Cellular Kinetics of Allo-CD7 CAR-T Cells in T1DM",ACTIVE_NOT_RECRUITING,Bioheng,Nanjing,,,China,,32.06167,118.77778
NCT06212154,CAR-T for Autoimmune Hemolytic Anemia Patients Who Have Failed Three or More Lines of Therapy,UNKNOWN,Institute of Hematology & Blood Diseases Hospital,Tianjin,Tianjin Municipality,300020,China,RECRUITING,39.14222,117.17667
NCT07403188,A Long-Term Follow-Up Study for Participants Previously Treated With KYV-101,RECRUITING,"University of Colorado, Denver",Denver,Colorado,80045,United States,RECRUITING,39.73915,-104.9847
NCT05030779,A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Systemic Lupus Erythematosus,UNKNOWN,"The First Affiliated Hospital,College of Medicine, Zhejiang University",Hangzhou,Zhejiang,310003,China,RECRUITING,30.29365,120.16142
NCT06828042,Safety and Efficacy of Universal CD19-targeting CAR-γδT Cells in Refractory Autoimmune Diseases,RECRUITING,Peking University Third Hospital,Beijing,,,China,RECRUITING,39.9075,116.39723
NCT06451159,"A Study of KYV-101, a CD19 CAR T Cell Therapy, in Participants With Treatment Refractory Progressive Multiple Sclerosis",ACTIVE_NOT_RECRUITING,"University of California, San Francisco, Multiple Sclerosis Center",San Francisco,California,94158,United States,,37.77493,-122.41942
NCT07246096,Exploratory Clinical Study on the Safety and Efficacy of Anti- CD19/BCMA U CAR-T Cell Injection for the Treatment of Relapsed/Refractory Autoimmune Diseases,RECRUITING,Changhai Hospital,Shanghai,,,China,RECRUITING,31.22222,121.45806
NCT06340750,BAFF CAR-T Cells (LMY-920) for Systemic Lupus Erythematosus,RECRUITING,Nationwide Children's,Columbus,Ohio,43205,United States,RECRUITING,39.96118,-82.99879
NCT06548620,A Study of RD06-04 in Patients With Active Autoimmune Diseases,WITHDRAWN,The First Affiliated Hospital of Zhengzhou University,Zhengzhou,Henan,461499,China,,34.75778,113.64861
NCT05451212,Open-label Study to Evaluate the Safety of Various Dosing Regimens of MuSK-CAART for MuSK Myasthenia Gravis,COMPLETED,"UC Irvine, Department of Neurology",Orange,California,92868,United States,,33.78779,-117.85311
NCT05451212,Open-label Study to Evaluate the Safety of Various Dosing Regimens of MuSK-CAART for MuSK Myasthenia Gravis,COMPLETED,"UC Davis, Department of Neurology",Sacramento,California,95817,United States,,38.58157,-121.4944
NCT05451212,Open-label Study to Evaluate the Safety of Various Dosing Regimens of MuSK-CAART for MuSK Myasthenia Gravis,COMPLETED,University of Kansas Medical Center,Kansas City,Kansas,66160,United States,,39.11417,-94.62746
NCT05451212,Open-label Study to Evaluate the Safety of Various Dosing Regimens of MuSK-CAART for MuSK Myasthenia Gravis,COMPLETED,Oregon Health & Science University (OHSU),Portland,Oregon,97239,United States,,45.52345,-122.67621
NCT05451212,Open-label Study to Evaluate the Safety of Various Dosing Regimens of MuSK-CAART for MuSK Myasthenia Gravis,COMPLETED,Houston Methodist Hospital,Houston,Texas,77030,United States,,29.76328,-95.36327
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Mayo Clinic Arizona,Phoenix,Arizona,85054,United States,COMPLETED,33.44838,-112.07404
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,City of Hope National Medical Center,Duarte,California,91010 3000,United States,RECRUITING,34.13945,-117.97729
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Childrens Hospital Los Angeles,Los Angeles,California,90027,United States,RECRUITING,34.05223,-118.24368
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,UCLA Medical Center,Los Angeles,California,90095,United States,RECRUITING,34.05223,-118.24368
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,UCSF Medical Center,San Francisco,California,94143,United States,RECRUITING,37.77493,-122.41942
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Stanford University Medical Center,Stanford,California,94304,United States,RECRUITING,37.42411,-122.16608
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Emory University School of Medicine-Winship Cancer Institute,Atlanta,Georgia,30322,United States,RECRUITING,33.749,-84.38798
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Emory University School of Medicine/Winship Cancer Institute,Atlanta,Georgia,30322,United States,RECRUITING,33.749,-84.38798
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Childrens Healthcare of Atlanta,Atlanta,Georgia,30342,United States,RECRUITING,33.749,-84.38798
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Uni of Chi Medi Ctr Hema and Onco,Chicago,Illinois,60637,United States,RECRUITING,41.85003,-87.65005
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,"University of Chicago Medical Center, Hematology & Oncology",Chicago,Illinois,60637,United States,RECRUITING,41.85003,-87.65005
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Kansas Cancer Center SC,Westwood,Kansas,66205,United States,RECRUITING,39.04056,-94.6169
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Kansas Cancer Center,Westwood,Kansas,66205,United States,RECRUITING,39.04056,-94.6169
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Massachusetts General Hospital,Boston,Massachusetts,02114,United States,RECRUITING,42.35843,-71.05977
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Beth Israel Deaconess Med Center,Boston,Massachusetts,02215,United States,RECRUITING,42.35843,-71.05977
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Dana Farber Cancer Institute,Boston,Massachusetts,02215,United States,RECRUITING,42.35843,-71.05977
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Michigan,Ann Arbor,Michigan,48109-2800,United States,RECRUITING,42.27756,-83.74088
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Uni Of Michigan Health System,Ann Arbor,Michigan,48109,United States,RECRUITING,42.27756,-83.74088
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Michigan Health System SC CTL019,Ann Arbor,Michigan,48109,United States,RECRUITING,42.27756,-83.74088
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Wayne State University-Karmanos Cancer Institute,Detroit,Michigan,48201,United States,RECRUITING,42.33143,-83.04575
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,University of Minnesota,Minneapolis,Minnesota,55455,United States,WITHDRAWN,44.97997,-93.26384
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Children s Mercy Hospital,Kansas City,Missouri,64108,United States,RECRUITING,39.09973,-94.57857
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Children's Mercy Hospital SC,Kansas City,Missouri,64108,United States,RECRUITING,39.09973,-94.57857
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Weill Cornell Medical College,New York,New York,10065,United States,WITHDRAWN,40.71427,-74.00597
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Duke Unversity Medical Center SC - CTL019B2205J,Durham,North Carolina,27705,United States,RECRUITING,35.99403,-78.89862
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Duke Unversity Medical Center,Durham,North Carolina,27705,United States,RECRUITING,35.99403,-78.89862
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Cincinnati Children's Hospital Medical Center,Cincinnati,Ohio,45229-3039,United States,RECRUITING,39.12711,-84.51439
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Cinn Children Hosp Medical Center,Cincinnati,Ohio,45229-3039,United States,RECRUITING,39.12711,-84.51439
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Ohio ST Compr Cancer Ctr James Hosp,Columbus,Ohio,43210,United States,RECRUITING,39.96118,-82.99879
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Oregon Health & Science University,Portland,Oregon,97239,United States,RECRUITING,45.52345,-122.67621
NCT02445222,CAR-T Long Term Follow Up (LTFU) Study,RECRUITING,Oregon Health Sciences University,Portland,Oregon,97239,United States,RECRUITING,45.52345,-122.67621
